old_id,title,created_at,updated_at,contact_old_id,in_market_date,start_date,stage_id,type_id,classification_id,is_new_to_the_world,is_frozen,consumer_opportunity_id,moment_of_consumption_id,business_driver_id,portfolio_profile_id,entity_old_id,category,is_multi_brand,is_replacing_existing_product,replacing_product,is_in_prisma,why_invest_in_this_innovation,unique_experience,story,uniqueness,consumer_insight,early_adopter_persona,source_of_business,universal_key_information_1,universal_key_information_2,universal_key_information_3,universal_key_information_4,universal_key_information_5,pot_picture_1,pot_picture_2,pot_legend_1,pot_legend_2,key_learning_so_far,next_steps,growth_model,is_earning_any_money_yet,plan_to_make_money,markets,beautyshot_picture,packshot_picture,additional_pictures,video_url,video_password,ibp_url,mybrands_url,press_url,is_needing_financial_update,is_active,brand_old_id,financial_graph_picture
36390,"ABSOLUT MIXT (RTD)",2016-07-01,2018-10-16,419,2016-11-01,2015-08-03,4,2,2,0,0,2,4,3,1,97,RTD/RTS,0,0,,1,"Absolut Mixt is a needed tool to i) recruit new consumers to mother brand, ii) improve brand equity and iii) enable Absolut to gain access and visibility at new consumption occasions and channels. There's increased threat to international spirits through the rise of soft drink and beer/cider companies entering spirits through RTD. There is also a clear shift in consumer behavior, seeking healthier/low above alternatives.",,"Introducing ABSOLUT MIXT, a fresh and bold take on the outdated category of pre-mix drinks. ABSOLUT MIXT is a range of invigorating natural flavors, slightly carbonated for a refreshing drinking experience. All products are made with the same standard of quality like our Absolut Vodka, so you and your company can keep the party going whenever, where ever.  
The offering to South Africa will include cans of 250ml at 5%abv in 4 flavors:
Blueberry & Lime
Cloudberry & Apple
Lingonberry & Pear
Guarana & Pineapple

Note: Central spend refers to South Africa launch as well as preparation of launches in RoW. ","To drive recruitment and expand consumption occasions. Absolut Mixt is a fresh take on the outdated category of pre-mix drinks. It's a range of premium quality,  invigorating natural flavors, slightly carbonated for a refreshing drink experience.","Evenings when I’m surrounded by great company, I don’t want anything to get in the way of creating a great vibe. That’s why, I want a drink that is no-fuss but I don’t want to compromise on the quality. ",,"Source from other RTD and premium ciders.",chilled,"Off- and on-trade, festivals (outdoor activities)","idx 110 vs Smirnoff Ice","Global competitor: Smirnoff Ice","Core berry range & Bold range",5a21650003ff8_0.jpg,5a21653bedade_0.png,"The berry range","The Bold Range","- Markets are already in need of new flavours --> always have a pipeline of flavours ready; - RTM capabilities and priority are critical; - Flavor familiarity is important to drive rotation ","Continue to roll out to rest of Europe, expand the core berry range to add new flavours",fast_growth,0,,"[""EE"",""FI"",""DE"",""LV"",""NO"",""SE"",""GB""]",5a184f2d931fa_0.png,5a0ef6678e4f1.png,"[""58d0424ddc9e3_0.png"",""5a09ba9a5d07b_0.png"",""5a09c09b436d1_0.png"",""5a09d4d5cb9b0_0.png"",""5a0ef5ac3f3ff_0.png""]",https://www.youtube.com/watch?v=s4nbm8Avv3M,,https://mybrands.pernod-ricard.com/absolut/articles/absolut-mixt,,,0,1,33450,5b1fc646a3c7c_0.png
36575,"ABSOLUT RAW",2016-07-01,2018-10-16,1330,2017-11-15,2016-03-31,3,3,2,0,0,3,4,2,1,97,Vodka,0,0,,1,"Global travel retail is Absolut's second largest ""market""/channel. It's essential we defend our position and revert the brand back to growth in key regions such as North America where we have been losing ground. Absolut Raw is an unique and contemporary proposition in not only its design but also the taste profile, especially adapted for the modern consumer palette.   ",,"RAW aims to offer consumers a relevant Absolut proposition at every price span.
We want to make people fall in love with vodka again. Hence, we want to introduce a contemporary evolution of our classic Absolut vodka. While it’s still made by the same people with the same passion, in the same tranquil southern Swedish town of Åhus, this is our interpretation of how Absolut would look and taste in 2016, leveraging our heritage, exceptional taste appeal without jeopardising a lack of character. We do this by creating an aromatic vodka, perfectly balanced to be sipped neat or mixed in your favorite cocktail.","To drive value and trial of Absolut. Absolut RAW is a distinctly fresh vodka created by flavorful cuts from the distillation process that are hand-selected and then re-introduced into the liquid. A modern take on vodka for a uniquely crisp character.","I find it sometimes difficult to tell apart different vodkas as everyone just talks about smoothness. I wish there was a vodka that’s not so one-dimensional and can offer both smoothness and an unique character.",,"Generating value for both the vodka category and Absolut by trading up existing Absolut original consumers and standard vodka consumers.","Vodka Soda","Global travel retail","124 vs. Absolut Original","Ketel One","41,5% ABV ",,,,,"Consumers mistake it for either a limited edition bottle of Absolut Original, or a flavoured vodka. Need more straightforward communication. ","Year 2 of activations in Americas and Pacific (test markets) with updated communications. ",slow_build,0,,[],5a09c4a7419cb_0.png,5a09c4c88b68f_0.png,"[""5a09c4b703ed1_0.png""]",,,,,,0,1,33450,5a1bf359d4299_0.png
79696,"ÅHUS AKVAVIT",2017-11-16,2018-10-16,517,2018-06-01,2017-07-01,4,3,2,0,0,1,4,2,1,97,Other,0,0,,1,"There is a market opportunity in authentic, handcrafted, small-brand botanical spirits products of nordic/swedish origins. We can authentically and believably own akvavit, thanks to our long standing tradition of botanical spirits production in Åhus. This gives us the opportunity to add value from telling this historical and provenance backstory to Absolut.",,"Åhus Akvavit is a contemporary Swedish spirit with a heritage filled with craftsmanship and myth. Very smooth, fresh and palatable with a slight sweetness and a well balanced spicy taste makes it a versatile spirit. It is  perfect in cocktails, as a shot with a beer or neat as an aperitif or the traditional swedish way - paired with food. It's magical heritage is a treasure for storytelling. ",,"In todays uncertain and secular world, people are inspired by the past to create and share memorable, truly meaningful moments.",,"In the US only we see a market potential for Åhus AKvavit of 70k 9Lcs. ",,,,,,,,,,,,slow_build,0,,[],5a1c3060718f6_0.jpg,,[],,,,,,1,1,38986,5a1bf85f97620_0.png
36440,ALLT-A-BHAINNE,2016-07-01,2018-10-16,1444,2018-09-02,2016-01-01,4,3,2,1,0,3,4,2,1,72,"Scotch Whisky",0,0,,1,,,DISCONTINUED,,,,,,,,,,,,,,,,slow_build,0,,"[""AU"",""GB""]",,5b8fce0d98930_0.png,[],"J:\MARKETING\MALTS\2. BOUTIQUE MALTS\8. ALLT-A-BHAINNE\Brand World Briefing\Agencies\Interbrand\Video\FINAL",,https://brandcloud.pernod-ricard.com/media/?mediaId=84D46BD3-66E2-4229-9B59B50B5EB8E419,,,0,1,38986,5b8fd1fbe9fcb.png
116666,"ALTOS BSR PLATFORM",2018-06-04,2018-10-16,966,2018-09-03,2018-07-01,2,1,3,0,0,0,,,1,75,,0,0,,0,"Altos BSR platform supports PR business goals and company-wide initiatives. By creating a programming of yearly BSR activations (e.g Altos Huichol bottle & Tahona Society), Altos is giving markets the opportunity to create positive impact in the world. Each market can select the initiative they would like to support/ activate and the BO will track progress & report results for future iterations, driving new market buy-in and concept refinement.","This BSR platform offers a solid strategy with a list of initiatives and best practices to start walking the talk about Alto´s commitment to sustainability (preserve the environment from the production process to the commercial efforts) and  by empowering key stakeholders to preserve the planet and promote prosperity in our communities (Mexico and around the world). All these efforts addresses the social and environmental issues that consumers want to engage with.",,,"Today´s ""citizen consumers"" expect organizations to address social and environmental issues, and to engage with them as they do so. ",,"This platform contributes to cost optimization by reducing water-based production & waste consumption, improving dry goods manufacturing and supporting communities. MCs will contribute as well following enviromental guidelines across the value chain.",,,,,,,,,,,,fast_growth,0,"The first activation from the platform that will drive business and ROI.The ¨Altos Huichol limited edition¨ would be featured in e-commerce as a pilot test with 5 markets for FY19. The roll-out for FY20 will include more markets.Financials will be updated",[],5b15a174e7853_0.jpg,,[],,,,https://mybrands.pernod-ricard.com/altos/activations/altos-bsr-program,,1,1,33505,
117394,"ALTOS TAHONA SOCIETY ",2018-06-05,2018-10-16,966,2013-06-01,2012-06-01,5,1,3,0,0,0,,,1,75,,1,0,,0,"This is an outreach, long-term brand building program anchored on a CRM initiative that brings bartenders closer to Altos through education, a biz incubator and networking, turning them into brand advocates as a result.  By 2020, this program will grow in 72% (members) with a market presence increase of 50% (44 markets) in a 4-year period. The digital component will guarantee a minimum 12,000 direct impacts through our ECRM platform (CTOR > 35%).",,,,"The cocktail competition world is saturated and has lost its meaning and relevance. Bringing similar-minded people to explore new opportunities represents a look into the future needs and dreams.",,"As long-term innovations go, measuring economics for the program will follow an innovative business modelling to capture the real impact of this and its contribution to PR´s bottom line. Financials will be released as more data is gathered.",,,,,,,,,,,,slow_build,0,"To be realeased soon.",[],5b16fbe0beda1_0.png,,[],,,,https://www.tahonasociety.com,,1,1,,
36445,"ALTOS TEQUILA",2016-07-01,2018-10-16,532,2013-06-01,2009-07-01,5,3,2,1,0,1,4,2,2,75,Tequila,0,0,,1,"Tequila continues to be the fastest growing trend globally: 2nd fastest growing category +6% (16 vs. 15); long term +4% (CAGR 08-16) and projected forecast +3.6% (CAGR 15-20). 1 million additional cases per year, reaching 30 million cases by 2020. Mixology development and introduction of 100% agave boosts category knowledge, especially in Anglo-Saxon markets and Western Europe.The Super Premium segment is growing double digit YoY (+12 CAGR 12-16)",,"Altos is a 100% agave tequila made by passionate people. Two renowned bartenders -- Henry Besant & Dre Masso -- teamed up in 2009 with Master Distiller Jesus Hernandez to create the perfect tequila to craft cocktails at an affordable price. It is a ""true tequila for bartenders by bartenders,"" thata allows consumers to discover modern Mexican authenticity and the craftsmanship process of the brand: a traditional and artisanal method of the Tahona stone plus roller-mill. A quality, crafted spirit that is accesible and unpretentious. ","Altos is a 100% agave tequila made by passionate people. It appeals to Craft Passion-istas, using an artisanal method with a modern Mexican authenticity narrative. It´s loved and preffered by bartenders and exceeds customer´s expectations all around.","In a sometimes uncertain and impersonal world, it´s those moments with the people who know the real us that ground and nourish our souls.",,"Tequila SP segment is currently 5 million 9Lcs, 1800 continues to be our main competitor in the price point (~1.3 million). Recruit by changing their perception about the category (Premium) & offering high-quality tequila at an affordable price (UP).","Altos Crafted Paloma & Altos Margarita","Y1&2 On trade before Off trade launch","Index 100 vs 1800 or Espolon","Tequila 1800, Espolón","Altos Range: Plata, Reposado and Añejo",5b1174b8886b3_0.png,5b1170cb9db7e_0.png,"Altos Drink Strategy","Key competitors","Altos has a highly intuitive and engaging narrative -- it is a brand that reflects modern Mexico in an authentic way, craftmanship and the bond within the extended Altos family & friends (our community of bartender´s).","More brand assets to be developed to strengthen the brand proposition, innovation around brand experiences, new product launches, advocacy programs, BSR platform and more long-term activations to strengthen the brand. ",slow_build,0,,"[""CY"",""KE"",""MA"",""NG"",""ZA"",""TR"",""CA"",""CL"",""CO"",""CU"",""MX"",""PE"",""US"",""AU"",""CN"",""JP"",""KZ"",""RU"",""TW"",""TH"",""AT"",""BY"",""BE"",""BG"",""CZ"",""DK"",""EE"",""FI"",""DE"",""GR"",""IE"",""IT"",""LV"",""LT"",""NL"",""NO"",""PL"",""PT"",""RO"",""RS"",""SE"",""CH"",""UA"",""GB"",""FR"",""DF3"",""DF1""]",5a1c39157e8be_0.png,5a1f28ebb94e8_0.jpg,"[""5b11725e11b0d_0.png"",""5b117277caaae_0.png"",""5b117401da08a_0.png"",""5b11741c6e4b8_0.jpg"",""5b117455d4499_0.jpg""]",https://www.youtube.com/watch?v=cQ9R6Ltvu5Q,,https://mybrands.pernod-ricard.com/altos/articles/altos-ibp-fy19-storybook-june,https://mybrands.pernod-ricard.com/altos,"https://mybrands.pernod-ricard.com/altos/articles/altos-press-release ",0,1,33505,
113673,"ANISETTE RICARD",2018-05-30,2018-10-16,1340,1970-01-01,2017-12-01,2,1,2,0,0,0,,,1,96,,0,0,,0,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],,,[],,,,,,1,1,33464,
36504,"ARARAT EREBUNI 30 YO",2016-07-01,2018-10-16,947,2015-09-01,2014-09-01,5,3,2,0,0,8,3,1,4,98,"Brandy non Cognac",0,0,,0,,,"ARARAT Erebuni is the first Ultra Premium Brandy in ARARAT range. ARARAT Erebuni comes in luxurious gold packaging engraved with ancient cuneiform repeating the stone inscription. ARARAT Erebuni 30-year-old brandy is made up of more than 30 rare and vintage spirits that have been biding their time in the cellars of the Yerevan Brandy Company.The oldest spirit in the blend dates back to 1934. Erebuni strengthens ARARAT brand image among brand advocates, opinion leaders, Armenian diaspora and HNWI by creating a unique ARARAT Brand Luxury Experien","ARARAT Erebuni 30-year-old brandy  is made up of more than 30 rare & vintage spirits.",,,,,"GTR, KAs, high end liquor stores, B2B","4000 vs ARARAT Three stars",,,,,,,,"Launch ARARAT Erebuni 50YO to reinforce Ultra Premium range of ARARAT under the Umbrella brand name: EREBUNI.",slow_build,0,,"[""RU""]",56e59264b86f9_0.jpg,5a8afa8cb3176_0.png,[],,,,https://mybrands.pernod-ricard.com/ararat/articles/erebuni-30yo-launch-activation-guidelines,https://brandcloud.pernod-ricard.com/l/16a8763064b3b663/,0,1,33501,5b16c5a756216_0.png
81330,"ARARAT SINGLE CASK",2017-11-27,2018-10-16,947,2017-11-01,2017-11-01,4,3,2,0,1,8,3,2,1,98,"Brandy non Cognac",0,0,,0,"ARARAT Single Cask has found its relevancy for its specific markets and its Target Audience while opening a new chapter in YBC history by creative a product that is positioned as a reward to the appreciators of ARARAT. They have been given a unique opportunity to try a limited edition spirits straight from the cask that master blender has carefully chosen in a blind tasting that were so perfect that they didn’t require blending as one would do for ARARAT brandies.",,"Dark cellars, master blender conducting blind tastings and singling out three spirits from more than 70 casks that were so complete and rich in their organoleptic. He decides not to blend them, but to release them as they are in a limited edition straight from the cask new ARARAT product. The creation in front of consumers eyes is a result of work of many masters that crafted the details of the bottle and its packaging and an invited calligrapher left his final touch numbering every single bottle underlining ARARAT Single Casks uniqueness. ","First Single Cask spirit amongst Armenian brandies straight from the cask, unique in its organoleptic, very limited, every bottle is a handmade work of art and care, starting from a master blender to the calligrapher that numbered every bottle by hand.

","Single Cask is targeted for male consumers,connoisseurs, that know brandies, production stages and know their value.",,"Its positioning and approach helped to create the mystery around the product, around the casks and its craft look & feel which is very new to ARARAT products, generated the interest amongst our consumption pool and amongst those who were not conside","Spirits straight from the cask, craft look&feel","GTR, KAs, high end liquor stores, B2B","1130 vs ARARAT Three stars",,"Unique organoleptic,1st spirit from single estate",5a74665ad2239_0.jpg,5a74669b75f87_0.jpg,,,N/A,"Reinforce brand equity and emphasise ARARAT craftsmanship as a main brand differentiator with new  Limited Edition every 2 years.",fast_growth,0,,[],5a74063e7a58c_0.jpg,5a7412fe81d05_0.jpg,"[""5a74067f6cadc_0.jpg"",""5a7406bd21da8_0.jpg"",""5a7406ee7f81b_0.jpg"",""5a7413faf1945_0.jpg"",""5a74141269174_0.jpg"",""5a7414214eadd_0.jpg"",""5a74142fef8ae_0.jpg"",""5a74143f78c8c_0.jpg""]",https://youtu.be/l2n_htHk9jI,,,https://mybrands.pernod-ricard.com/ararat/activations/ararat-single-cask,,0,1,33501,5b16c57369c78_0.png
